pmcid	year	count	title	pubmedid
PMC7314779	2020	35837	Identification and field bioassays of the sex pheromone of Eurytoma maslovskii (Hymenoptera: Eurytomidae)	32581339
PMC5248504	2017	77210	Oviposition traits generate extrinsic postzygotic isolation between two pine sawfly species	28103815
PMC1360072	2006	80705	Single locus complementary sex determination in Hymenoptera: an "unintelligent" design?	16393347
