pmcid	year	count	title	pubmedid
PMC7398947	2020	124482	Synopsis of fruit-piercing moths of the genus Eudocima (Lepidoptera, Erebidae) from Colombia	32821197
PMC5633087	2017	78100	Complete mitochondrial genome sequence of fruit-piercing moth Eudocima phalonia (Linnaeus, 1763) (Lepidoptera: Noctuoidea)	29021958
PMC3236462	2011	23099	Seasonal Abundance and Suppression of Fruit-Piercing Moth Eudocima phalonia (L.) in a Citrus Orchard in Sarawak	22203789
