pmcid	year	count	title	pubmedid
PMC6276054	2019	343044	Inside Plectosphaerellaceae	30518989
PMC3905950	2013	17278	A without-prejudice list of generic names of fungi for protection under the International Code of Nomenclature for algae, fungi, and plants	24563844
PMC3724830	2013	75368	Diverse Honeydew-Consuming Fungal Communities Associated with Scale Insects	23922978
