pmcid	year	count	title	pubmedid
PMC7098582	2020	187795	A diagnostic real-time PCR assay for the rapid identification of the tomato-potato psyllid, Bactericera cockerelli (&#x160;ulc, 1909) and development of a psyllid barcoding database	32214353
PMC6606623	2019	59261	New Ca. Liberibacter psyllaurous haplotype resurrected from a 49-year-old specimen of Solanum umbelliferum: a native host of the psyllid vector	31267035
PMC6133269	2018	98618	Survival and development of potato psyllid (Hemiptera: Triozidae) on Convolvulaceae: Effects of a plant-fungus symbiosis (Periglandula)	30204748
PMC4640670	2015	37126	Horizontal Transmission of "Candidatus Liberibacter solanacearum" by Bactericera cockerelli (Hemiptera: Triozidae) on Convolvulus and Ipomoea (Solanales: Convolvulaceae)	26555359
PMC3524130	2012	82076	Molecular Detection of Acinetobacter Species in Lice and Keds of Domestic Animals in Oromia Regional State, Ethiopia	23285015
